source,query,title,description
youtube,mental strength motivation,MENTAL TOUGHNESS | Powerful Motivational Speeches Video Compilation,"""The miracle isn’t that I finished. The miracle is I had the courage to start."" - John Bingham

More from Eddie Pinero:
Your World Within Podcast: https://yourworldwithin.libsyn.com/
Stream these tracks on Spotify - https://spoti.fi/2BLf6pB
Instagram - @your_world_within and @IamEddiePinero
TikTok - your_world_within
Facebook - https://www.facebook.com/Yourworldwithin
Twitter - https://www.twitter.com/IamEddiePinero

Business Inquiries - http://www.yourworldwithin.com/contact

This is a motivational speech and video compilation about focusing on yourself and the goal at hand. It's finding success by seeing beyond fear, not worrying about the opinions of others and most importantly, never giving up....

#liveinspired #yourworldwithin #motivation"
youtube,mental strength motivation,"The Secrets and Science of Mental Toughness | Joe Risser MD, MPH | TEDxSanDiego","NOTE FROM TED: Please do not look to this talk for medical advice. This talk represents the speaker's personal views and understanding of exercise, BDNF and pain, which remains an ongoing field of study. TEDx events are independently organized by volunteers. The guidelines we give TEDx organizers are described in more detail here: http://storage.ted.com/tedx/manuals/tedx_content_guidelines.pdf

Joe Risser MD, MPH has been doing clinical research for over 40 years. In this insightful talk, he shares important recent findings, with examples and evidence of how anyone can improve their mental toughness. TeamHoodWorldRecords.medium.com #Grit #Plank #MentalToughness #Yoga #Clinical Research #TEDxSanDiego #TEDx #TEDxSpeaker Dr. Joe Risser is a Professor in the Department of Preventive Medicine at UC San Diego and a board-certified physician in Preventive Medicine. With over 40 years of research experience, Joe has pioneered studies on therapies, diagnostics, and behavior change strategies. He chairs the first Department of Clinical Research in one of over 15,000 community clinics in the U.S., serving vulnerable populations.
 
Joe also holds a master’s in Biostatistics, completing his education and residencies at the University of Hawaii and UC San Diego. His lifelong passion lies in studying mental toughness, or ""grit,"" and its profound connection to the protein Brain-Derived Neurotrophic Factor (BDNF). Joe unveils groundbreaking research on BDNF, sharing the life-saving stories of two extraordinary individuals who embody extreme mental and physical resilience.
 
Joe reveals how anyone can strengthen their mental toughness, making a tangible difference in their lives.
http://teamhoodworldrecords.com This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx"
youtube,mental strength motivation,MENTAL TOUGHNESS - DO HARD THINGS - SETH FEROCE MOTIVATION 🔥,"MAKAVELI APPAREL https://teespring.com/stores/believe-to-achieve
MAKAVELI*MOTIVATION ON INSTAGRAM https://www.instagram.com/makaveli_motivation/
MAKAVELI*MOTIVATION ON FACEBOOK https://www.facebook.com/Makaveli-Motivation-686568088021563/
---------------------------------------
Seth Feroce   https://www.instagram.com/sethferoce
Seth Feroce / YouTube   https://www.youtube.com/channel/UCkZuCxXdE6OUGDEbETcjhPw
Axe & Sledge Supplements   https://axeandsledge.com/
All American Roughneck   https://allamericanroughneck.com/
The HWMF Podcast   https://hwmfpodcast.com/
--------------------------------------
Music by Really Slow Motion
Buy their music:
Amazon : http://amzn.to/1lTltY5
iTunes: http://bit.ly/1ee3l8K
Spotify: http://bit.ly/1r3lPvN
Bandcamp: http://bit.ly/1DqtZSo
Visit us on:
Facebook: https://www.facebook.com/ReallySlowMotion
Twitter: https://twitter.com/RSMmusicSound
Youtube: http://www.youtube.com/user/reallyslowmotion

#SethFeroce #HWMF #Motivation"
youtube,mental strength motivation,MENTAL TOUGHNESS - New Year 2025 Motivational Video,"MENTAL TOUGHNESS - Motivational Speech

2025 is going to bring new challenges and new problems to face. But in the midst of that, it brings the opportunity of personal growth. The things you face in this new year, if you decide not to back down and to stand up and attack the issues, will make you better in every single way. Bend, don't break.

#motivationalspeech #motivational #motivationalvideo #mentalstrength #selfimprovement #2025goals #resilience #personalgrowth #mindset #motivation #benlionelscott #nevergiveup #strength #mentaltoughness

Spoken by Ben Lionel Scott, Eric Thomas, Andy Frisella, Andy Elliot, Les Brown, Steve Harvey. You can see more of Eric Thomas at instagram.com/etthehiphoppreacher, Andy Frisella at instagram.com/andyfrisella, Andy Elliot at instagram.com/officialandyelliott, Les Brown at instagram.com/thelesbrown. The music is Black Diamond by Rok Nardin. You can see more of Rok Nardin at spoti.fi/35irVDu."
youtube,mental strength motivation,Increase Your Mental Strength.,#boxing #mma #ufc #kickboxing #fitness #muaythai #boxingtraining #fight #training #bjj #gym #boxeo #martialarts #workout #mentalstrength  #fighter #motivation #wrestling #sport #jiujitsu #stoicsm
youtube,mental strength motivation,How To Become Mentally TOUGH - David Goggins Powerful Motivational Speech,"How To Become Mentally TOUGH - David Goggins Powerful Motivational Speech
#mentallytough #davidgoggins 
►Speakers:
Mind Motivation Coaching Team Voice Over
David Goggins
=================================================
Many parts of this speech are all written, voiced and produced by us.


You need to be following David on social media:
Facebook: https://www.facebook.com/iamdavidgogg...
Instagram: https://www.instagram.com/davidgoggins/
Twitter: https://twitter.com/davidgoggins
Website: http://www.davidgoggins.com/
=================================================
Many parts of this speech are all written, voiced and produced by us.

Footage
All Video Footage Licensed through Videoblocks, Filmpac and Artgrid.
https://artgrid.io/
https://www.videoblocks.com
https://Filmpac.com

Music provided by EMVN
For music submission: 
For partner enrollment: network@emvn.co
For license inquiry: license@emvn.co

LICENSE CERTIFICATE: Envato Elements Item
=================================================
This license certificate documents a license to use the item listed below
on a non-exclusive, commercial, worldwide and revokable basis, for
one Single Use for this Registered Project.

Item Title:                      Beautiful Documentary Atmosphere 
Item URL:                        https://elements.envato.com/beautiful-documentary-atmosphere-NLQZ7Y4
Item ID:                         NLQZ7Y4
Author Username:                 cleanmindsounds
Licensee:                        Mind Motivation Coaching
Registered Project Name:         How To Become Mentally TOUGH - David Goggins Powerful Motivational Speech
License Date:                    October 19th, 2023
Item License Code:               AZ7RTVYH6N

The license you hold for this item is only valid if you complete your End
Product while your subscription is active. Then the license continues
for the life of the End Product (even if your subscription ends).

For any queries related to this document or license please contact
Envato Support via https://help.elements.envato.com/hc/en-us/requests/new

Envato Elements Pty Ltd (ABN 87 613 824 258)
PO Box 16122, Collins St West, VIC 8007, Australia
==== THIS IS NOT A TAX RECEIPT OR INVOICE ====

================================================="
youtube,mental strength motivation,Control Your Mind | Khabib Motivational Speech,"Khabib talks about controlling your thoughts and how you think. It is important to control our thoughts because our mind is the only thing that we can 100% control in the world. #khabib  #ufcchampion  #motivationalspeech  #uk #usa  #motivation  #grindset 

Subscribe to the channel and give this video a thumbs up! Thanks for watching!"
youtube,mental strength motivation,How to Develop an Unbreakable Positive Mental Attitude | Napoleon Hill,"#napoleonhill #napoleonhillspeech #napoleonhillmotivation 
How to Develop an Unbreakable Positive Mental Attitude | Napoleon Hill

What if the secret to rising above fear, doubt, and failure wasn’t talent, luck, or even education — but your mindset?

In this powerful motivational video inspired by Napoleon Hill’s timeless philosophy, discover how to build an unbreakable Positive Mental Attitude — the same force that empowered legends like Andrew Carnegie, Thomas Edison, and Henry Ford. This is more than positive thinking — it’s a complete mental, emotional, and spiritual transformation.

📌 In this video, you’ll learn:

The truth about mental attitude and why it shapes your destiny

How to defeat fear, self-doubt, and negative thoughts

Why autosuggestion and repetition are critical for success

The daily disciplines that forge mental toughness

How to find and follow your Definite Chief Aim

The difference between drifting and living with purpose

How to become unstoppable, no matter the adversity

💡 This is not for the faint of heart. It’s for those ready to stop surviving and start mastering their lives. If you want to condition your mind like the greats and attract the life you were born to live — press play now.

🔔 Subscribe for more Napoleon Hill inspired motivation
👉 @napoleonhillnotes

👍 Like | 💬 Comment | 🔁 Share with someone who needs this

#NapoleonHill #PositiveMentalAttitude #ThinkAndGrowRich #MotivationalSpeech #SuccessMindset #SelfDiscipline #Autosuggestion #DailyMotivation #MentalToughness #PurposeDrivenLife #SelfHelp #DefiniteChiefAim #PersonalDevelopment #UnstoppableMindset"
youtube,mental strength motivation,The 3 Levels of Fighting | Mike Tyson,"Mike Tyson explains the three levels of fighting—strength, toughness, and intelligence. At the highest level, victory doesn’t come from power or pain tolerance, but from outsmarting your opponent. This is peak fight IQ and the mindset of a true champion.

#miketyson #boxing #discipline #mindset #champion #hardwork #motivation #grind #success #inspiration #mentalstrength #noexcuses 
#quotes"
youtube,mental strength motivation,Become Mentally Strong: Train Your Mind to Overcome Anything | Stoic Wisdom for Resilience,"subscribe to channel ❤
http://www.youtube.com/@Stoic-Saga101

Become Mentally Strong: Train Your Mind to Overcome Anything | Stoic Wisdom for Resilience

Mental strength isn’t something you’re born with—it’s something you build, step by step, through daily habits, resilience, and the right mindset. In this episode, you’ll learn how to stay grounded in chaos, push through fear, build unshakable self-discipline, and overcome life’s toughest setbacks.

We’ll explore how to reframe fear and anxiety, create powerful daily habits, manage negative thoughts, and set boundaries that protect your energy. You’ll also discover why mindfulness, gratitude, and emotional intelligence are essential for long-term mental strength—and how to apply them starting today.

Whether you’re facing challenges right now or preparing yourself for the future, these lessons will give you the clarity, focus, and inner power to rise above anything life throws at you.

Chapters
0:00 Introduction
1: The Foundation of Mental Strength
2: Understanding Self-Discipline
3: Embracing Fear and Anxiety
4: Building Positive Habits
5: The Power of Mindfulness
6: The Role of Gratitude
7: Managing Negative Thoughts
8: Setting Healthy Boundaries
9: The Importance of Self-Care
10: Cultivating Emotional Intelligence
11: Building a Support System
12: Overcoming Setbacks
13: The Importance of Goal Setting
14: Sustaining Mental Strength
15: Final Reflections & Call to Action

mental strength, stoicism, resilience, self-discipline, overcome fear, mindfulness, gratitude, emotional intelligence, personal growth, motivation, self-improvement, mental toughness, how to be strong, overcome challenges

#MentalStrength #Stoicism #SelfDiscipline #OvercomeFear #Resilience #PersonalGrowth #Motivation #SelfImprovement #Mindset #EmotionalIntelligence"
youtube,mental strength motivation,मानसिक रूप से मजबूत कैसे बनें। Best Motivational Video। Trick। #motivation।#shorts। #motivational।,"मानसिक रूप से मजबूत कैसे बनें। Best Motivational Video। Trick। #motivation।#shorts। #motivational।how to become mentally strong।how to be mentally strong।how to become mentally stronger।become mentally strong।


shorts
motivational
motivational video
motivational speech
ways to become mentally strong
how to be mentally tough
be mentally strong
become mentally tough
ways to become mentally stronger
habits to become mentally stronger
how to become more mentally strong
become mentally stronger
how to become mentally strong person
mentally strong people


Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research.Fair use is a use permitted by copyright statute that might otherwise be infringing.Non-profit, educational or personal use tips the balance in favor of fair use

#shorts 
#motivation 
#motivational
#motivational video
#Motivational speech
#Short motivational video
#ways to become mentally strong
#mentally strong people
#habits to become mentally stronger"
youtube,mental strength motivation,Don&#39;t Let Depression Break You - Mental Strength Motivation for Teenagers | Swami Mukundananda,"Don't Let Failures Break You - Mental Strength Motivation for Teenagers. Every 18 to 25 year old Should Watch this !!

Dealing with failures is one of life's challenges. This problem is more prevalent with teenagers not used to facing setbacks. Left uncheck, it can quickly lead to depression. 

The question is - How do you not let Failures break you and instead help you develop Mental Strength? 

Watch more to learn as Swami Mukundananda answers it in detail in this conversation focussed on common problems among youth in today's generation.

▶ Subscribe NOW to get Swamiji's daily inspirational video:  https://bit.ly/2DUQmtt

For your benefit, JKYog offers a lot of online and in-person programs. Do check these out.

Join Swami Mukundananda's online community for your spiritual growth
Register on www.smexclusive.org

Subscribe to Swami Mukundananda WhatsApp to get daily doses of inspiration
📱https://jkyog.live/JoinWhatsApp/y/SMInspiration

Download Radha Krishna Bhakti App by JKYog featuring meditation, Swamiji's Gems, JKYOg radio, AI chat boat - Ask Swamiji, Bhagavad Gita, Quotes, upcoming events and many more features.
📱https://www.jkyog.org/app

Join JKYog Live Satsang and Events: 
📱https://jkyog.live/JKYog-Satsang

Join Spiritual Retreat and Family Camp with Swamiji (July4-10, 2024)
https://www.jkyog.org/familycamp

Subscribe to JKYog Music to hear soul stirring bhajans of Swami Mukundananda
https://tinyurl.com/y8t2ha6s

Join Swami Mukundananda's Mailing list
https://jkyog.org/subscribe-our-newsletter
For People in USA : Text JKYOG to 22828 to get started

Free online courses of JKYog
https://www.jkyog.org/online-classes

Attend Swamiji's Yoga, Meditation and Lectures in your city
https://www.JKYog.org/events

Subscribe to JKYog's unique online service for spiritual seekers
https://mydailysadhana.org/

Buy Swami Mukundananda’s Literature
https://www.jkyog.org/store

JKYog Websites

https://www.jkyog.org 
https://swamimukundananda.org 

Social Media
              
Facebook: https://www.facebook.com/Swami.Mukundananda/
Twitter: https://twitter.com/Sw_Mukundananda
Instagram: https://www.instagram.com/swami_mukundananda
LinkedIn: https://in.linkedin.com/in/swamimukundananda
Pinterest: https://www.pinterest.com/SwamiMukundananda

About Swami Mukundananda

Swami Mukundananda is a renowned spiritual leader, Vedic scholar, Bhakti saint, best selling author and an international authority on the subject of mind management. He is the founder of the unique yogic system called ""JKYog"". Swamiji has distinguished degrees in Engineering and Management from two of the world-famous Institutes in India, IIT and IIM. Swami Mukundananda took the renounced order of life (sanyas) and is the senior disciple of Jagadguru Shree Kripaluji Maharaj. Swamiji has been giving lectures and spreading the Vedic knowledge across the globe.

Key Moments

00:14 Finding Mental Strength during Failures
04:49 How to Handle Teenagers?

Related Topics

Don't Let Failures Break You
How to Handle Failures in Life?
Student and Youth Motivation
Student Motivation
Youth Motivation
Swami Mukundananda Student Motivation
Swami Mukundananda Youth Motivation
Motivational Speaker
Motivation for Teenagers
Every Student and Youth Must Watch this
Every 18 - 25 year should watch this 
How to Handle Depression?
How to Handle Depression and Anxiety?
Failure is Part of Success
Mental Strength
Mental Toughness
Mental Strength Motivation
How to be Mentally tough?
Swami Mukundananda Motivation
Swami Mukundananda Inspiration
Life Lessons for Teenagers
Life Lessons for Students and Youth

Tags

#swamimukundananda 
#youthmotivation 
#mentalstrength 
#failureispartofsuccess 
#failuretosuccess 
#depressionmanagement 
#howtohandledepression 
#studentmotivation 
#teenagers 
#mentallytough 
#mentaltoughness 
#motivationalspeaker 
#swamimukundanandayoutube 
#swamimukundanandavideos 
#motivationspeakers 
#successmantra 
#lifemotivation 
#jkyog 
#motivationalvideo 
#inspirationalvideo 
#globalspiritualleader
#bhaktisaint
#motivationalspeaker 

Related Videos

https://www.youtube.com/watch?v=wR1G2RIdN9Y - 4 Habits of Mentally Tough People Who Succeed After 1000 Failures | Swami Mukundananda

https://www.youtube.com/watch?v=07AniHs5zIs - DON'T Wait for Tomorrow - NEVER Waste Time Wisdom from Ramayana and Mahabharata | Swami Mukundananda

https://www.youtube.com/watch?v=-f1I5BWs32w - Train your Mind to Enjoy Hard Work and Find Ultimate Fulfillment Everyday | Swami Mukundananda"
youtube,mental strength motivation,Mental Strength Isn&#39;t Motivation — It&#39;s This Instead | Swami Vivekananda,"Most people don’t fail because of lack of talent.
They fail because their mind becomes weak.

Swami Vivekananda warned us clearly:
“The greatest sin is to think yourself weak.”

In this video, you’ll learn Vivekananda’s 3 timeless rules for mental strength — explained in a modern, practical way that helps you overcome fear, overthinking, emotional weakness, and lack of discipline.

You’ll discover:
• Why repeating “I am weak” destroys mental power
• How to train your mind through daily strength-building actions
• Why seeking validation weakens your confidence
• Vivekananda’s method to build unshakable inner strength
• How to become mentally strong in today’s distracting world

This is not motivation.
This is mental training for real life.

👇 If this message resonated, comment
“I CHOOSE STRENGTH”
and take the first step toward a stronger mind.

Subscribe for more teachings inspired by Swami Vivekananda on discipline, focus, courage, and inner power. @AwakenwithSwamiVivekananda 




⭐ JOIN THE CHANNEL MEMBERSHIP
Unlock exclusive Vivekananda-based tools for students:
✔ Study Journals
✔ Concentration Worksheets
✔ Weekly Mindset Boost
✔ Members-Only Videos
✔ Priority Replies

Tap JOIN below the video.
https://www.youtube.com/channel/UCifqRR0nMb_DD-D6M0_6Ykg/join









#stopbeingweak #mentalstrength #swamivivekananda #awakenwithvivekananda 






























Related tags
____________________
Swami Vivekananda, Vivekananda teachings, mental strength, stop being weak, build mental strength, Vivekananda motivation, inner strength Vivekananda, how to be mentally strong, self discipline Vivekananda, mind power Vivekananda, fearlessness Vivekananda, warrior mindset India, Indian motivation, modern spirituality, self improvement India, mental toughness, strength mindset, awaken with Vivekananda, confidence building, control your mind, discipline habits, motivational speech India, Vedanta motivation"
youtube,mental strength motivation,I Am Mentally Strong Affirmations | Powerful Affirmations For Success | Mental Strength Affirmations,"“I Am Mentally Strong Affirmations | Powerful Affirmations For Success | Mental Strength Affirmations” Welcome to a transformative journey of self-discovery and empowerment. Today, we delve into the realm of mental strength through the power of positive affirmations. These affirmations are not just words; they are powerful declarations that can reshape your mindset, elevate your spirit, and pave the way for success in every aspect of your life.

Imagine waking up each morning, filled with a sense of purpose and clarity. As the sun rises, so does your potential. With each positive morning affirmation, you set the tone for your day, embracing the abundance that surrounds you. You are not merely a passive observer of your life; you are the architect of your destiny.

""I am mentally strong."" This simple yet profound statement is a cornerstone of your journey. It reminds you that resilience is within you, waiting to be unleashed. When challenges arise, you will face them with courage and determination. You will not shy away from adversity; instead, you will embrace it as an opportunity for growth.

As you repeat these motivational affirmations for positive thinking, visualize the life you desire. Picture yourself surrounded by abundance, thriving in your personal and professional endeavors. Each affirmation reinforces your belief in your capabilities, reminding you that you are worthy of success and happiness.

""I am capable of achieving my goals."" This affirmation serves as a beacon of hope, guiding you through moments of doubt. It empowers you to take action, to step outside your comfort zone, and to pursue your dreams with unwavering confidence. You are not defined by your past; you are shaped by your choices and your mindset.

Incorporate these positive affirmations into your daily routine. Let them be the first words you speak each morning, igniting a fire within you that propels you forward. As you cultivate a habit of positive thinking, you will notice a shift in your perspective. Challenges will become stepping stones, and setbacks will transform into valuable lessons.

""I am deserving of all the good that life has to offer."" This affirmation opens the door to abundance. It invites prosperity, joy, and fulfillment into your life. When you believe in your worthiness, you attract positive experiences and opportunities. The universe responds to your energy, reflecting back the positivity you radiate.

Remember, mental strength is not about being invulnerable; it is about embracing your emotions and using them as fuel for growth. Acknowledge your fears and doubts, but do not let them define you. Instead, let your affirmations guide you toward a mindset of resilience and empowerment.

As you embark on this journey of self-affirmation, surround yourself with positivity. Seek out uplifting content, engage with supportive communities, and immerse yourself in environments that foster growth. Your mindset is a garden; nurture it with positive thoughts and watch it flourish.

In conclusion, the path to mental strength and success begins with you. Embrace the power of positive affirmations, and let them be the foundation of your daily practice. You are capable, you are strong, and you are deserving of a life filled with abundance. Start each day with intention, and watch as your world transforms before your eyes. You hold the key to your success; unlock it with the power of your words.

Support Here!
👉 Buy me a coffeex: https://bit.ly/4cM0G5U
👉 Ko-Fi: https://bit.ly/3VLrkpf

Socials!
👉 Instagram: https://bit.ly/42vzTpr
👉 Threads: https://bit.ly/3JgMYdF
👉 X (twitter): https://bit.ly/3PYxkHu
👉 Pinterest: https://bit.ly/4ayFyhJ
👉 Facebook: https://bit.ly/43VPbVp
👉 TikTok: https://bit.ly/3W8Pj1A

More Morning Meditations: https://www.youtube.com/playlist?list=PLvFDBkSYJa6oVqrcrP6JJZEt4vi6Gm4Cg 

Check out my latest videos:

Daily Affirmations for Positive Thinking: https://youtu.be/xaljGDCOpw8
Positive Morning Affirmations: https://youtu.be/7oIFUmd-H4w
Thank You Affirmations: https://youtu.be/eKWY1H0mW7k
Affirmations for Success and Confidence: https://youtu.be/4h_YiYzJi-Q 

Learn More!
👉 Linktree: https://linktr.ee/bosqueneuroscience  
👉 Website: www.bosqueneuro.org

Some of the links included in my videos and descriptions may be affiliate links, which means I earn a small commission if you purchase through them. This helps support the channel at no additional cost to you. I only recommend products or services I genuinely believe in and think will bring value to you.

Occasionally, my videos may also feature paid promotions or sponsored content. When this happens, it will always be disclosed within the video and in the description.

#affirmations #success #money #happiness #abundnace #gratitude #meditation #successaffirmations #positiveaffirmations #positivevibes #positiveenergy #positivity #mindfulness #iam #iamaffirmations #iamabundant #iamgrateful #iamsuccessful #moneyaffirmations"
youtube,mental strength motivation,David Goggins is INSANE!,"David Goggins is widely regarded as one of the most inspirational figures in the world of personal development, endurance athletics, and mental toughness. His life story is a powerful example of resilience, determination, and the ability to completely transform oneself despite extreme adversity. He is a retired Navy SEAL, an ultra-endurance athlete, a former Air Force Tactical Air Control Party member, and a motivational speaker who has built a reputation for pushing the limits of human performance. What sets him apart is not simply his accomplishments, but the journey of hardship and transformation that forged his mindset and philosophy.

Goggins was born in 1975 in Buffalo, New York, into a difficult and traumatic childhood. His father was abusive, and the environment in which he was raised was filled with violence and instability. As a young boy, Goggins struggled academically, battled racism, and endured a household environment that was mentally and physically damaging. He also suffered from a learning disability, which made his time in school even more challenging. His early years gave him a sense of fear, insecurity, and lack of self-worth that stayed with him well into his young adulthood. At one point, he was overweight, unmotivated, and living a life that he himself described as unfulfilled and purposeless.

The turning point in his life came when he made the decision to join the United States military. At first, he joined the Air Force and served as part of the Tactical Air Control Party, but later he pursued the much more difficult path of becoming a Navy SEAL. His journey toward earning the SEAL trident was one of the most grueling aspects of his life. He failed to qualify multiple times due to injuries and setbacks, but his determination and refusal to quit ultimately carried him through. He went through the infamous Basic Underwater Demolition SEAL training, better known as BUD/S, three times before graduating. This period of his life became the foundation of the mental toughness principles he would later teach to millions.

As a Navy SEAL, Goggins served in combat zones and built his reputation as someone who embraced suffering and hardship as opportunities to grow. However, his challenges did not stop after his military career. He went on to pursue ultra-endurance athletics, which includes ultramarathons, long-distance cycling, and other extreme events that test physical and mental capacity. Despite being diagnosed with a heart condition early in his endurance career, he went on to complete some of the most brutal races in the world, including the Badwater 135 ultramarathon across Death Valley, Ironman triathlons, and countless other endurance challenges. He frequently competed with broken bones, torn muscles, or other injuries, but continued anyway, motivated by his mindset of never giving up.

What makes Goggins unique is not only his ability to endure extreme conditions but also his philosophy about suffering and personal growth. He developed the concept of the “cookie jar,” which is the practice of drawing strength from past victories and hardships whenever facing new challenges. He also emphasizes the “forty percent rule,” which suggests that when the human mind believes it has reached its limit, it is often only operating at about forty percent of its true capacity. Through discipline, grit, and self-mastery, he believes anyone can unlock hidden reserves of strength and resilience.

Goggins became widely known outside of the military and endurance community through his bestselling memoir “Can’t Hurt Me.” The book details his life story, his philosophy of accountability, and his approach to overcoming mental barriers. It resonated with millions around the world who were inspired by his honesty, rawness, and refusal to sugarcoat the realities of hardship. In the book, he introduced concepts like the accountability mirror, which involves confronting oneself with brutal honesty in order to make real change.

Beyond the book, Goggins has become a highly sought-after motivational speaker. He has spoken to Fortune 500 companies, sports teams, and individuals across the globe, sharing his philosophy of discipline, suffering, and resilience. His message often revolves around the idea that growth comes from discomfort and that most people live far below their potential because they avoid pain and challenges. Instead of seeking comfort, Goggins teaches that embracing hardship can forge an indomitable spirit and lead to extraordinary achievements.
#shorts #viralshorts 
#motivation #davidgoggins #mindset #edit #selfimprovement #inspiration #hardwork #success #speech #discipline #mentality 


Shorts, Viral shorts, Motivation, Hardwork, Discipline, Success, David Goggins, Edit, Mentality, Inspiration, Self improvement, Mindset"
youtube,mental strength motivation,7 Secrets To Becoming Mentally Tougher,"Are you mentally strong? What does it mean to be mentally tough? Mental toughness is the capacity to effectively deal with stressors, challenges, and adverse situations, and still perform well in spite of their circumstances. Developing a tough mentality helps you cope with distressing and overwhelming moments in life better. You're more capable of handling fear and doubt. We'll let you in on some secrets on how to build mental toughness! 

To help you more encouraged and better about yourself, we previously made a video on the signs you're actually mentally stronger than most people: https://youtu.be/YJJo7tp-FyQ

Writer: Sara Del Villar 
Script Editor: Morgan Franz 
Script Manager: Kelly Soong 
VO: Amanda Silvera 
Animator: Nayeli Meneses
YouTube Manager: Cindy Cheong

References:
http://bit.ly/3oDwVKd

Join this channel to get access to perks:
https://www.youtube.com/channel/UCkJEpR7JmS36tajD34Gp4VA/join

Would you like to animate for the team? Check out this: https://psych2go.net/interested-in-animating-for-pych2go-faq/

Interested in writing for psych2go? Check out: 
https://psych2go.net/script-writing-position-faqs/

#mentallytough #psych2go"
youtube,mental strength motivation,"“Master your mind, find peace.” #motivation","“Do your thoughts control you, or do you control them?”

Overthinking can drain your energy and keep you stuck. 

Practice focusing on what you can control, and let go of unnecessary worries. 

With disciplined thoughts, you’ll find clarity and move forward with confidence.

Speaker ( Shi Heng Yi )

Footage Credits YT ( @MulliganBrothersInterviews⁠​⁠​⁠  )

Music Credits - my head is empty (i was only temporary)

This content doesn’t belong to Novus, it is edited and shared only for the purpose of awareness, and if the content OWNER (visual/audio) of this content has any issue, we request you to directly mail us at novus.motiv@gmail.com, thus we sort out the outcome.⁣⁣⁣⁣⁣⁣⁣⁣⁣

#shihengyi #motivation #mindfulness #mindset #discipline #monk #selfhelp #success #millionairemindset #selfimprovement #davidgoggins"
youtube,mental strength motivation,David Goggins - Embrace The PAIN! - Motivational Speech,"David Goggins preaches how you must stay tunnel visioned to what's in front of you, and to continue to grind.

Life always has that next challenge waiting for you.

Follow and like for more!

#motivationalspeech #stayhard #davidgogginsmotivation"
youtube,mental strength motivation,Train Your Mind to Be Strong When Life Breaks You | Machiavelli’s Cold Law of Mental Power,"Train Your Mind to Be Strong When Life Breaks You | Machiavelli’s Cold Law of Mental Power

When life breaks you, most people fall apart. They beg for comfort, seek validation, and collapse under pressure. But the ones who rise? They train their mind to become cold, sharp, and unbreakable. In this video, we reveal Machiavelli’s Cold Law of Mental Power — a ruthless strategy to rebuild your mind when everything around you is falling apart.

This is not about motivation. It’s not about “feeling better.” It’s about becoming mentally stronger than your circumstances — using dark psychology, stoic discipline, and Machiavellian philosophy to transform pain into dominance.

KEYWORDS 
mental strength, machiavelli philosophy, dark psychology, stoic mindset, how to be strong, unbreakable mind, emotional toughness, train your brain, psychological power, cold law of power, life breaks you, stoicism motivation, mental toughness tactics, machiavellian mindset, mental warfare, become unshakable, self-discipline strategies, overcome pain, power psychology, machiavelli quotes, how to win in life, powerful mindset, self control, warrior mindset, break the weak mindset, pain tolerance training, resilience psychology, strategic thinking, fear control, how to stay strong, mental control, alpha mentality, masculine stoicism, destroy weakness, build inner power, mind over emotion, no motivation needed, anti-fragile mind, master your emotions, silence is power, emotional control, betrayal recovery, powerful brain training, become powerful, how to stop caring, psychological armor, modern stoicism, train like a warrior, build inner discipline, unstoppable focus, mental dominance


HASHTAGS 
#MentalStrength #Machiavelli #DarkPsychology #MasculineStoicism #MentalPower #PhilosophyOfPower #EmotionalToughness #ColdMindset #TrainYourMind #SelfDiscipline #UnbreakableMind #PsychologicalWarfare #PowerPsychology #Resilience"
youtube,mental strength motivation,&#39;&#39;The Mind is Like A Mental Factory&#39;&#39; | Jim Rohn,"Subscribe to fuel your personal growth! #shorts

(this video is about: your mind is like a mental factory, rich dynamic positive life, take good care of your mind, beware of your thoughts, thoughts are like ingredients, personal development by jim rohn)

(this channel is about: philosophy,personal growth,powerful ideas,inspirational speeches,growth mindset,achieving goals,motivation videos,how to improve your life,life lessons,wise words,empowerment, growth mindset,success,mindfulness,confidence,selfcare,insightful,wisdom,selfcare,life advice,positivity,mentalhealth,inspirational quotes,life advice,self help,self love,personal development,knowledge and perspective)"
youtube,mental strength motivation,Want UNBEATABLE Mental Strength Watch This 10 Minute Morning Routine,"New Courses Launched : enterapex.in
Follow me on other platforms: https://link.me/shivenderkanwar
Follow me on IG: @shivender.kanwar

From Special Forces to Entrepreneur: My Morning Routine for Mental Toughness

In this video, I share the exact morning routine that helped me survive the battlefield — and now powers my journey as an entrepreneur. Built during my time in the Special Forces, this routine is designed to sharpen focus, build resilience, and condition the mind for high-stakes performance.

Whether you're chasing business goals, personal growth, or just want more discipline in your life — this routine will challenge you to level up.

What You’ll Learn:

The non-negotiables of a high-performance morning

How discipline creates freedom in business and life

Why mental toughness is built, not born

Subscribe for more insights on mindset, discipline, and building an unbreakable edge.

#shivenderkanwar  #colshivenderkanwar #MentalToughness #SpecialForces #EntrepreneurMindset #MorningRoutine"
